CO_CURSO,CO_AREA,NM_AREA
80795,1,Educação
48663,3,Ciências Sociais
9039,3,Ciências Sociais
58528,1,Educação
1374846,6,Agricultura e Veterinária
1204411,3,Ciências Sociais
51876,3,Ciências Sociais
1107216,1,Educação
1070685,3,Ciências Sociais
12717,1,Educação
60656,7,Saúde e Bem-Estar
116588,7,Saúde e Bem-Estar
100670,5,Engenharia
121242,5,Engenharia
1159089,5,Engenharia
38313,7,Saúde e Bem-Estar
1260089,7,Saúde e Bem-Estar
1156617,4,Ciências
14213,3,Ciências Sociais
1160216,6,Agricultura e Veterinária
1332126,7,Saúde e Bem-Estar
107907,5,Engenharia
1184347,5,Engenharia
1363804,3,Ciências Sociais
5001086,4,Ciências
15767,3,Ciências Sociais
1299451,3,Ciências Sociais
110748,1,Educação
12969,1,Educação
22389,3,Ciências Sociais
1313310,1,Educação
18805,3,Ciências Sociais
46206,5,Engenharia
92625,4,Ciências
5827,3,Ciências Sociais
1158618,3,Ciências Sociais
18381,1,Educação
43986,7,Saúde e Bem-Estar
10045,3,Ciências Sociais
13318,1,Educação
26665,2,Humanidades e Artes
1168548,1,Educação
1114,5,Engenharia
1258860,3,Ciências Sociais
102029,1,Educação
1366969,5,Engenharia
1382523,7,Saúde e Bem-Estar
1212344,1,Educação
95801,6,Agricultura e Veterinária
1332148,5,Engenharia
1259741,3,Ciências Sociais
20573,1,Educação
18804,3,Ciências Sociais
1169508,7,Saúde e Bem-Estar
5000044,1,Educação
1283796,5,Engenharia
1322709,3,Ciências Sociais
1115842,2,Humanidades e Artes
32095,3,Ciências Sociais
1264418,7,Saúde e Bem-Estar
1304132,5,Engenharia
59662,7,Saúde e Bem-Estar
58673,3,Ciências Sociais
1303591,2,Humanidades e Artes
1175172,7,Saúde e Bem-Estar
118702,7,Saúde e Bem-Estar
1030707,7,Saúde e Bem-Estar
1153954,4,Ciências
1151279,5,Engenharia
1330688,2,Humanidades e Artes
1146453,2,Humanidades e Artes
123821,5,Engenharia
1259232,5,Engenharia
104554,3,Ciências Sociais
1148343,7,Saúde e Bem-Estar
114055,4,Ciências
90202,3,Ciências Sociais
1261159,5,Engenharia
1204336,3,Ciências Sociais
68980,5,Engenharia
21489,1,Educação
18393,3,Ciências Sociais
1296649,1,Educação
1081078,3,Ciências Sociais
1168520,4,Ciências
5000476,8,Serviços
55896,4,Ciências
9422,1,Educação
72462,3,Ciências Sociais
5000940,8,Serviços
1127374,1,Educação
1160847,1,Educação
395711,4,Ciências
1344331,7,Saúde e Bem-Estar
53482,5,Engenharia
65471,3,Ciências Sociais
1280379,7,Saúde e Bem-Estar
1377526,4,Ciências
1204185,3,Ciências Sociais
1083222,3,Ciências Sociais
1173601,5,Engenharia
97843,3,Ciências Sociais
1147177,3,Ciências Sociais
1043970,2,Humanidades e Artes
114992,6,Agricultura e Veterinária
104314,1,Educação
1030701,3,Ciências Sociais
1161881,5,Engenharia
1299429,7,Saúde e Bem-Estar
8061,3,Ciências Sociais
1300032,6,Agricultura e Veterinária
70036,4,Ciências
27557,3,Ciências Sociais
1191222,1,Educação
1107335,3,Ciências Sociais
1288270,3,Ciências Sociais
21811,1,Educação
92391,1,Educação
65234,1,Educação
121500,6,Agricultura e Veterinária
109386,1,Educação
17886,4,Ciências
87510,3,Ciências Sociais
1257438,7,Saúde e Bem-Estar
17517,1,Educação
1269997,4,Ciências
57398,3,Ciências Sociais
150221,3,Ciências Sociais
318388,4,Ciências
75099,6,Agricultura e Veterinária
117936,5,Engenharia
60040,1,Educação
72840,2,Humanidades e Artes
115482,8,Serviços
92594,3,Ciências Sociais
22407,3,Ciências Sociais
100738,1,Educação
300592,2,Humanidades e Artes
1419574,8,Serviços
11447,2,Humanidades e Artes
22750,3,Ciências Sociais
1160963,5,Engenharia
1306386,5,Engenharia
92663,7,Saúde e Bem-Estar
7933,3,Ciências Sociais
150244,1,Educação
1304097,1,Educação
1260462,4,Ciências
1300174,5,Engenharia
11446,7,Saúde e Bem-Estar
1158117,1,Educação
1367888,2,Humanidades e Artes
46884,4,Ciências
1173439,5,Engenharia
45133,2,Humanidades e Artes
87931,7,Saúde e Bem-Estar
1418880,5,Engenharia
1404148,1,Educação
94229,3,Ciências Sociais
17052,3,Ciências Sociais
1102519,4,Ciências
1286734,5,Engenharia
1279922,3,Ciências Sociais
1279017,7,Saúde e Bem-Estar
23724,3,Ciências Sociais
1121615,2,Humanidades e Artes
1117246,3,Ciências Sociais
1321706,1,Educação
89341,3,Ciências Sociais
54934,4,Ciências
7260,3,Ciências Sociais
1132918,4,Ciências
6994,3,Ciências Sociais
51127,7,Saúde e Bem-Estar
21677,1,Educação
1280611,5,Engenharia
46873,3,Ciências Sociais
41161,8,Serviços
1259826,5,Engenharia
56069,3,Ciências Sociais
1115949,5,Engenharia
1330047,5,Engenharia
1279548,4,Ciências
19614,1,Educação
1148801,3,Ciências Sociais
103549,4,Ciências
115484,2,Humanidades e Artes
106910,3,Ciências Sociais
97129,7,Saúde e Bem-Estar
1126994,1,Educação
81296,1,Educação
1180543,7,Saúde e Bem-Estar
1212356,1,Educação
1259585,5,Engenharia
16401,5,Engenharia
89859,3,Ciências Sociais
8960,7,Saúde e Bem-Estar
1890,3,Ciências Sociais
1382841,3,Ciências Sociais
112792,8,Serviços
71851,4,Ciências
121906,8,Serviços
54647,1,Educação
1203178,5,Engenharia
62906,6,Agricultura e Veterinária
1051344,1,Educação
97402,3,Ciências Sociais
99684,1,Educação
1161116,4,Ciências
1180090,3,Ciências Sociais
15742,7,Saúde e Bem-Estar
302009,4,Ciências
102140,3,Ciências Sociais
7302,5,Engenharia
1185667,4,Ciências
51611,3,Ciências Sociais
107224,7,Saúde e Bem-Estar
1148034,3,Ciências Sociais
8012,8,Serviços
86737,3,Ciências Sociais
120123,6,Agricultura e Veterinária
1279333,5,Engenharia
1259739,3,Ciências Sociais
118146,3,Ciências Sociais
1104279,5,Engenharia
1377615,7,Saúde e Bem-Estar
17554,3,Ciências Sociais
1165580,3,Ciências Sociais
18303,1,Educação
75717,7,Saúde e Bem-Estar
1102792,6,Agricultura e Veterinária
1351670,1,Educação
1204143,4,Ciências
60760,1,Educação
1350770,5,Engenharia
107008,5,Engenharia
19631,1,Educação
121105,5,Engenharia
84975,7,Saúde e Bem-Estar
1354147,3,Ciências Sociais
3135,1,Educação
21271,4,Ciências
1152637,1,Educação
27537,3,Ciências Sociais
1108728,5,Engenharia
1134334,2,Humanidades e Artes
320348,7,Saúde e Bem-Estar
23977,2,Humanidades e Artes
1204249,3,Ciências Sociais
119896,5,Engenharia
67498,7,Saúde e Bem-Estar
116014,7,Saúde e Bem-Estar
112990,5,Engenharia
119236,3,Ciências Sociais
1151165,5,Engenharia
1118163,2,Humanidades e Artes
117580,1,Educação
119198,3,Ciências Sociais
116234,3,Ciências Sociais
1076116,4,Ciências
123262,8,Serviços
1188549,6,Agricultura e Veterinária
1270311,5,Engenharia
5000427,7,Saúde e Bem-Estar
98090,7,Saúde e Bem-Estar
1293193,1,Educação
1180613,3,Ciências Sociais
96502,3,Ciências Sociais
64284,3,Ciências Sociais
1100602,1,Educação
21715,7,Saúde e Bem-Estar
65144,3,Ciências Sociais
47077,3,Ciências Sociais
106448,5,Engenharia
1200482,5,Engenharia
12719,5,Engenharia
105500,3,Ciências Sociais
55765,3,Ciências Sociais
1158600,8,Serviços
11238,4,Ciências
47096,5,Engenharia
1286234,7,Saúde e Bem-Estar
14360,7,Saúde e Bem-Estar
1158692,5,Engenharia
311303,4,Ciências
1171052,3,Ciências Sociais
117642,7,Saúde e Bem-Estar
60318,4,Ciências
1118298,4,Ciências
54385,7,Saúde e Bem-Estar
1181415,3,Ciências Sociais
8337,1,Educação
1282253,3,Ciências Sociais
48640,4,Ciências
119826,3,Ciências Sociais
102584,3,Ciências Sociais
1300293,3,Ciências Sociais
1382818,5,Engenharia
1071173,5,Engenharia
1364091,8,Serviços
99788,3,Ciências Sociais
50774,3,Ciências Sociais
1121191,7,Saúde e Bem-Estar
1159355,5,Engenharia
11989,3,Ciências Sociais
12956,5,Engenharia
56163,3,Ciências Sociais
1011009,3,Ciências Sociais
61365,3,Ciências Sociais
1107861,3,Ciências Sociais
114182,1,Educação
5001279,5,Engenharia
119478,3,Ciências Sociais
82662,7,Saúde e Bem-Estar
1315521,1,Educação
1342973,4,Ciências
15127,4,Ciências
54163,2,Humanidades e Artes
1330036,1,Educação
4088,1,Educação
49512,7,Saúde e Bem-Estar
772,1,Educação
2692,5,Engenharia
11606,7,Saúde e Bem-Estar
355094,2,Humanidades e Artes
120910,2,Humanidades e Artes
86536,7,Saúde e Bem-Estar
1204036,1,Educação
2532,3,Ciências Sociais
74633,7,Saúde e Bem-Estar
22020,4,Ciências
101760,3,Ciências Sociais
57366,1,Educação
1182944,5,Engenharia
53409,7,Saúde e Bem-Estar
7494,5,Engenharia
66239,8,Serviços
84008,2,Humanidades e Artes
1330131,7,Saúde e Bem-Estar
71905,4,Ciências
1270502,5,Engenharia
1270511,6,Agricultura e Veterinária
17534,3,Ciências Sociais
5119,1,Educação
3492,1,Educação
1350013,7,Saúde e Bem-Estar
111666,7,Saúde e Bem-Estar
3143,4,Ciências
23078,4,Ciências
1263897,3,Ciências Sociais
2011,3,Ciências Sociais
1183601,3,Ciências Sociais
31452,1,Educação
4191,3,Ciências Sociais
1285205,3,Ciências Sociais
116366,3,Ciências Sociais
1156711,4,Ciências
1364245,1,Educação
11591,1,Educação
10494,3,Ciências Sociais
1352800,7,Saúde e Bem-Estar
96975,3,Ciências Sociais
1102269,3,Ciências Sociais
13210,4,Ciências
83560,5,Engenharia
16394,1,Educação
104042,3,Ciências Sociais
1212035,1,Educação
1313061,3,Ciências Sociais
42248,3,Ciências Sociais
75592,1,Educação
18876,1,Educação
40182,2,Humanidades e Artes
1322143,5,Engenharia
1284614,3,Ciências Sociais
121395,3,Ciências Sociais
1166898,2,Humanidades e Artes
47901,3,Ciências Sociais
1725,7,Saúde e Bem-Estar
83604,4,Ciências
101354,3,Ciências Sociais
1122966,7,Saúde e Bem-Estar
84801,6,Agricultura e Veterinária
123159,3,Ciências Sociais
1056078,3,Ciências Sociais
98169,8,Serviços
1107032,1,Educação
55048,7,Saúde e Bem-Estar
118120,1,Educação
20854,1,Educação
116398,1,Educação
1299773,5,Engenharia
1330263,7,Saúde e Bem-Estar
75224,1,Educação
1303461,5,Engenharia
70044,3,Ciências Sociais
18273,4,Ciências
1322480,7,Saúde e Bem-Estar
17672,1,Educação
1205676,4,Ciências
20948,5,Engenharia
1178530,5,Engenharia
39642,2,Humanidades e Artes
1166655,2,Humanidades e Artes
91129,7,Saúde e Bem-Estar
1054683,3,Ciências Sociais
58412,7,Saúde e Bem-Estar
54056,7,Saúde e Bem-Estar
107126,7,Saúde e Bem-Estar
17138,1,Educação
1279718,7,Saúde e Bem-Estar
1103531,4,Ciências
1263648,4,Ciências
9836,7,Saúde e Bem-Estar
1314225,7,Saúde e Bem-Estar
73517,7,Saúde e Bem-Estar
1100505,3,Ciências Sociais
1153463,1,Educação
48616,1,Educação
1202986,7,Saúde e Bem-Estar
19752,3,Ciências Sociais
119106,8,Serviços
49029,8,Serviços
1179176,5,Engenharia
49857,3,Ciências Sociais
1183794,3,Ciências Sociais
99465,3,Ciências Sociais
34876,3,Ciências Sociais
68959,3,Ciências Sociais
1299458,5,Engenharia
35789,3,Ciências Sociais
1300116,1,Educação
99857,7,Saúde e Bem-Estar
86752,1,Educação
5000100,6,Agricultura e Veterinária
1170120,3,Ciências Sociais
1154401,5,Engenharia
1280380,8,Serviços
1160875,1,Educação
75774,6,Agricultura e Veterinária
1179133,5,Engenharia
59453,1,Educação
1364309,4,Ciências
97517,6,Agricultura e Veterinária
95279,5,Engenharia
30488,2,Humanidades e Artes
1078938,5,Engenharia
5368,5,Engenharia
23426,1,Educação
1080800,3,Ciências Sociais
55523,7,Saúde e Bem-Estar
38881,4,Ciências
28910,3,Ciências Sociais
65938,1,Educação
1112080,5,Engenharia
1203317,1,Educação
21344,7,Saúde e Bem-Estar
1330012,3,Ciências Sociais
49690,3,Ciências Sociais
1258819,6,Agricultura e Veterinária
18285,4,Ciências
22075,1,Educação
54164,3,Ciências Sociais
1159986,7,Saúde e Bem-Estar
69500,3,Ciências Sociais
19868,1,Educação
1363830,4,Ciências
1167894,2,Humanidades e Artes
9817,3,Ciências Sociais
22350,1,Educação
117134,5,Engenharia
1337829,1,Educação
66080,3,Ciências Sociais
19069,3,Ciências Sociais
1312998,3,Ciências Sociais
1293122,1,Educação
10874,4,Ciências
1205926,6,Agricultura e Veterinária
119014,7,Saúde e Bem-Estar
1284873,7,Saúde e Bem-Estar
6487,7,Saúde e Bem-Estar
1328972,1,Educação
90503,1,Educação
83558,2,Humanidades e Artes
1174587,1,Educação
29604,3,Ciências Sociais
109516,8,Serviços
3797,3,Ciências Sociais
18787,8,Serviços
1125945,4,Ciências
92929,3,Ciências Sociais
99718,6,Agricultura e Veterinária
19737,5,Engenharia
12962,1,Educação
15648,7,Saúde e Bem-Estar
1331446,5,Engenharia
303167,3,Ciências Sociais
1188315,5,Engenharia
1152847,5,Engenharia
42332,3,Ciências Sociais
1174684,1,Educação
1129071,8,Serviços
1260065,5,Engenharia
376353,4,Ciências
1153469,2,Humanidades e Artes
58894,2,Humanidades e Artes
42313,3,Ciências Sociais
7945,7,Saúde e Bem-Estar
105462,5,Engenharia
38807,1,Educação
1300252,1,Educação
64811,1,Educação
51878,2,Humanidades e Artes
359760,7,Saúde e Bem-Estar
59865,1,Educação
95043,1,Educação
58211,3,Ciências Sociais
1303464,3,Ciências Sociais
17153,3,Ciências Sociais
100158,3,Ciências Sociais
101082,3,Ciências Sociais
123791,1,Educação
69533,3,Ciências Sociais
31225,3,Ciências Sociais
1102487,3,Ciências Sociais
63072,4,Ciências
1208507,5,Engenharia
1100880,1,Educação
68435,3,Ciências Sociais
1261782,5,Engenharia
111784,1,Educação
119789,3,Ciências Sociais
98221,3,Ciências Sociais
1032751,3,Ciências Sociais
59754,7,Saúde e Bem-Estar
74136,7,Saúde e Bem-Estar
66671,1,Educação
1153961,4,Ciências
66272,4,Ciências
88533,3,Ciências Sociais
77118,3,Ciências Sociais
72929,2,Humanidades e Artes
98110,2,Humanidades e Artes
5950,1,Educação
1367880,3,Ciências Sociais
1259622,5,Engenharia
118456,4,Ciências
1367248,7,Saúde e Bem-Estar
72067,3,Ciências Sociais
1216372,1,Educação
16265,1,Educação
115560,7,Saúde e Bem-Estar
5343,3,Ciências Sociais
88180,4,Ciências
5221,7,Saúde e Bem-Estar
2500055,8,Serviços
47603,4,Ciências
1188364,4,Ciências
109390,1,Educação
85140,2,Humanidades e Artes
107826,3,Ciências Sociais
1151139,3,Ciências Sociais
1304680,4,Ciências
1304118,3,Ciências Sociais
105750,2,Humanidades e Artes
1313180,1,Educação
70222,8,Serviços
18162,4,Ciências
1258038,8,Serviços
1150296,5,Engenharia
121543,5,Engenharia
90657,3,Ciências Sociais
1299617,3,Ciências Sociais
17938,7,Saúde e Bem-Estar
4408,7,Saúde e Bem-Estar
1207811,1,Educação
1204842,4,Ciências
103418,3,Ciências Sociais
2894,4,Ciências
1385496,3,Ciências Sociais
110228,8,Serviços
1140062,3,Ciências Sociais
96963,3,Ciências Sociais
15255,3,Ciências Sociais
1170278,6,Agricultura e Veterinária
1190680,8,Serviços
49997,3,Ciências Sociais
95424,7,Saúde e Bem-Estar
16242,8,Serviços
1203413,5,Engenharia
1205821,1,Educação
110996,1,Educação
317636,4,Ciências
114850,1,Educação
98902,1,Educação
1330246,7,Saúde e Bem-Estar
1121420,7,Saúde e Bem-Estar
97727,1,Educação
1282870,3,Ciências Sociais
120346,3,Ciências Sociais
97867,5,Engenharia
1284997,7,Saúde e Bem-Estar
1390311,7,Saúde e Bem-Estar
1157852,3,Ciências Sociais
1204903,7,Saúde e Bem-Estar
1183548,7,Saúde e Bem-Estar
111096,3,Ciências Sociais
1203380,5,Engenharia
112584,4,Ciências
116956,1,Educação
120398,5,Engenharia
1118139,5,Engenharia
5345,7,Saúde e Bem-Estar
50048,3,Ciências Sociais
113594,4,Ciências
1327303,1,Educação
12018,7,Saúde e Bem-Estar
109482,8,Serviços
1163799,7,Saúde e Bem-Estar
19747,3,Ciências Sociais
114238,1,Educação
114570,3,Ciências Sociais
100010,1,Educação
65369,3,Ciências Sociais
110650,1,Educação
63900,4,Ciências
1152522,4,Ciências
1184562,3,Ciências Sociais
1172531,3,Ciências Sociais
1074536,3,Ciências Sociais
20862,5,Engenharia
1205309,5,Engenharia
1172556,5,Engenharia
1203442,6,Agricultura e Veterinária
5179,1,Educação
1269975,3,Ciências Sociais
100734,1,Educação
19076,1,Educação
72761,5,Engenharia
1125777,3,Ciências Sociais
1380909,7,Saúde e Bem-Estar
97791,8,Serviços
46858,3,Ciências Sociais
1123027,1,Educação
105498,3,Ciências Sociais
1398210,1,Educação
1313482,3,Ciências Sociais
2724,1,Educação
1400729,8,Serviços
92221,1,Educação
1205225,3,Ciências Sociais
28704,3,Ciências Sociais
1322136,5,Engenharia
5000248,1,Educação
1285499,4,Ciências
89354,8,Serviços
1343831,4,Ciências
60000,5,Engenharia
1259074,3,Ciências Sociais
57289,2,Humanidades e Artes
1285354,3,Ciências Sociais
1376003,3,Ciências Sociais
1415515,2,Humanidades e Artes
1288837,4,Ciências
67971,3,Ciências Sociais
19993,8,Serviços
1150796,3,Ciências Sociais
14543,5,Engenharia
82661,1,Educação
20009,4,Ciências
1358040,1,Educação
81256,1,Educação
1259104,3,Ciências Sociais
1330290,1,Educação
1374873,1,Educação
395215,4,Ciências
102027,3,Ciências Sociais
1354006,3,Ciências Sociais
102808,3,Ciências Sociais
100620,1,Educação
7588,3,Ciências Sociais
115804,1,Educação
13114,5,Engenharia
1157106,2,Humanidades e Artes
1880,2,Humanidades e Artes
1123330,7,Saúde e Bem-Estar
1314255,8,Serviços
103132,7,Saúde e Bem-Estar
53335,3,Ciências Sociais
12052,1,Educação
88524,3,Ciências Sociais
1258855,4,Ciências
51715,4,Ciências
83316,1,Educação
1300507,7,Saúde e Bem-Estar
14709,1,Educação
1114619,8,Serviços
1159349,5,Engenharia
1185340,5,Engenharia
48508,5,Engenharia
121016,1,Educação
73488,3,Ciências Sociais
90756,7,Saúde e Bem-Estar
24932,3,Ciências Sociais
4933,3,Ciências Sociais
71859,7,Saúde e Bem-Estar
59612,5,Engenharia
1333568,7,Saúde e Bem-Estar
1358039,1,Educação
71514,4,Ciências
15627,1,Educação
72703,5,Engenharia
1344522,5,Engenharia
1128054,1,Educação
17947,3,Ciências Sociais
89337,3,Ciências Sociais
1372036,3,Ciências Sociais
54620,3,Ciências Sociais
20288,1,Educação
123271,1,Educação
1185074,6,Agricultura e Veterinária
1332338,8,Serviços
98972,1,Educação
74655,7,Saúde e Bem-Estar
94175,8,Serviços
120140,3,Ciências Sociais
52238,3,Ciências Sociais
1420397,5,Engenharia
1181318,7,Saúde e Bem-Estar
1364766,3,Ciências Sociais
59802,1,Educação
1134547,3,Ciências Sociais
99936,3,Ciências Sociais
107236,4,Ciências
84840,1,Educação
116352,5,Engenharia
1059435,1,Educação
113641,1,Educação
1055328,3,Ciências Sociais
15445,3,Ciências Sociais
1139654,7,Saúde e Bem-Estar
64319,4,Ciências
14719,3,Ciências Sociais
21722,1,Educação
48439,3,Ciências Sociais
1047903,3,Ciências Sociais
1208230,3,Ciências Sociais
5001235,5,Engenharia
1262710,5,Engenharia
109384,3,Ciências Sociais
1182205,3,Ciências Sociais
99150,3,Ciências Sociais
1315494,3,Ciências Sociais
1280484,3,Ciências Sociais
84780,3,Ciências Sociais
100528,1,Educação
20274,7,Saúde e Bem-Estar
100352,1,Educação
93396,1,Educação
1211178,3,Ciências Sociais
122406,3,Ciências Sociais
1285254,4,Ciências
1304876,2,Humanidades e Artes
12948,3,Ciências Sociais
2290,3,Ciências Sociais
332998,2,Humanidades e Artes
1206001,4,Ciências
1261607,3,Ciências Sociais
1331508,7,Saúde e Bem-Estar
100459,1,Educação
1150659,1,Educação
1262443,3,Ciências Sociais
123124,1,Educação
102730,3,Ciências Sociais
6164,5,Engenharia
1363805,3,Ciências Sociais
1204164,5,Engenharia
1149738,4,Ciências
1330217,2,Humanidades e Artes
14644,5,Engenharia
49004,4,Ciências
93069,1,Educação
16218,7,Saúde e Bem-Estar
1084796,6,Agricultura e Veterinária
95493,3,Ciências Sociais
10392,3,Ciências Sociais
13400,1,Educação
68172,2,Humanidades e Artes
82188,1,Educação
1150421,4,Ciências
1150597,5,Engenharia
105116,5,Engenharia
1322216,5,Engenharia
64388,3,Ciências Sociais
9818,7,Saúde e Bem-Estar
1042664,7,Saúde e Bem-Estar
98922,1,Educação
53338,7,Saúde e Bem-Estar
1257771,3,Ciências Sociais
82586,3,Ciências Sociais
1285016,5,Engenharia
9680,3,Ciências Sociais
19927,3,Ciências Sociais
1258748,7,Saúde e Bem-Estar
84818,3,Ciências Sociais
11615,3,Ciências Sociais
1172151,5,Engenharia
46264,5,Engenharia
57122,3,Ciências Sociais
99230,3,Ciências Sociais
1029350,5,Engenharia
111368,5,Engenharia
80137,5,Engenharia
12975,1,Educação
8801,1,Educação
1276563,6,Agricultura e Veterinária
1155168,5,Engenharia
7638,7,Saúde e Bem-Estar
19802,1,Educação
1143406,3,Ciências Sociais
106074,8,Serviços
1177664,4,Ciências
29378,1,Educação
74651,7,Saúde e Bem-Estar
22418,1,Educação
1259245,5,Engenharia
17866,4,Ciências
1160932,1,Educação
21977,3,Ciências Sociais
112258,4,Ciências
1305061,3,Ciências Sociais
71403,1,Educação
112500,4,Ciências
19852,5,Engenharia
80814,1,Educação
104270,5,Engenharia
1014152,3,Ciências Sociais
23960,5,Engenharia
15323,3,Ciências Sociais
20332,7,Saúde e Bem-Estar
1364837,1,Educação
100812,5,Engenharia
1322653,3,Ciências Sociais
17634,5,Engenharia
1181408,3,Ciências Sociais
35334,1,Educação
99507,3,Ciências Sociais
69859,7,Saúde e Bem-Estar
98990,6,Agricultura e Veterinária
1193457,4,Ciências
1154813,5,Engenharia
15992,1,Educação
117956,7,Saúde e Bem-Estar
1191224,4,Ciências
1109489,5,Engenharia
1300101,3,Ciências Sociais
313577,2,Humanidades e Artes
1126887,1,Educação
1332213,7,Saúde e Bem-Estar
1270651,1,Educação
63459,1,Educação
71155,7,Saúde e Bem-Estar
59628,1,Educação
41884,5,Engenharia
1357991,1,Educação
46782,3,Ciências Sociais
18681,7,Saúde e Bem-Estar
107075,3,Ciências Sociais
18924,3,Ciências Sociais
28372,3,Ciências Sociais
1259296,1,Educação
17955,7,Saúde e Bem-Estar
19864,7,Saúde e Bem-Estar
1108068,2,Humanidades e Artes
150054,2,Humanidades e Artes
32844,1,Educação
1205607,7,Saúde e Bem-Estar
1173504,3,Ciências Sociais
8696,3,Ciências Sociais
1262461,3,Ciências Sociais
1069984,7,Saúde e Bem-Estar
1190135,3,Ciências Sociais
35871,3,Ciências Sociais
1182589,1,Educação
1172551,1,Educação
1280275,5,Engenharia
1125905,5,Engenharia
312700,4,Ciências
1209315,3,Ciências Sociais
49480,7,Saúde e Bem-Estar
1314248,5,Engenharia
1396209,8,Serviços
1349291,2,Humanidades e Artes
1367207,3,Ciências Sociais
2085,1,Educação
5192,1,Educação
1405060,3,Ciências Sociais
108356,3,Ciências Sociais
57530,3,Ciências Sociais
10423,6,Agricultura e Veterinária
120086,5,Engenharia
16003,1,Educação
1259327,3,Ciências Sociais
1214787,8,Serviços
14724,5,Engenharia
83374,7,Saúde e Bem-Estar
1258291,3,Ciências Sociais
1305224,5,Engenharia
46814,3,Ciências Sociais
1365667,6,Agricultura e Veterinária
1322584,1,Educação
64112,5,Engenharia
1078460,3,Ciências Sociais
1179296,3,Ciências Sociais
1179149,3,Ciências Sociais
1206131,3,Ciências Sociais
1191642,2,Humanidades e Artes
1177342,7,Saúde e Bem-Estar
80062,5,Engenharia
1189026,7,Saúde e Bem-Estar
19043,1,Educação
1292725,7,Saúde e Bem-Estar
5381,3,Ciências Sociais
1303390,7,Saúde e Bem-Estar
106050,1,Educação
1322360,4,Ciências
1328771,2,Humanidades e Artes
1205624,1,Educação
123639,1,Educação
6842,3,Ciências Sociais
20942,3,Ciências Sociais
73212,3,Ciências Sociais
19877,3,Ciências Sociais
8058,1,Educação
123067,1,Educação
1257969,1,Educação
1203394,3,Ciências Sociais
122744,1,Educação
29095,2,Humanidades e Artes
123273,7,Saúde e Bem-Estar
68205,4,Ciências
1316056,7,Saúde e Bem-Estar
99658,1,Educação
13729,1,Educação
83411,1,Educação
121411,1,Educação
1343589,8,Serviços
1304627,7,Saúde e Bem-Estar
103598,3,Ciências Sociais
1321602,7,Saúde e Bem-Estar
1151027,1,Educação
1169139,5,Engenharia
118956,3,Ciências Sociais
53352,3,Ciências Sociais
5000178,1,Educação
5926,4,Ciências
67351,2,Humanidades e Artes
1189063,5,Engenharia
83052,1,Educação
75896,3,Ciências Sociais
68533,5,Engenharia
1322463,6,Agricultura e Veterinária
97929,8,Serviços
115894,5,Engenharia
1188341,8,Serviços
1390314,3,Ciências Sociais
69724,5,Engenharia
96438,1,Educação
44366,1,Educação
1157442,1,Educação
109652,3,Ciências Sociais
15606,5,Engenharia
35821,3,Ciências Sociais
43639,3,Ciências Sociais
121189,4,Ciências
106086,5,Engenharia
66893,1,Educação
1179151,6,Agricultura e Veterinária
1052824,3,Ciências Sociais
91085,6,Agricultura e Veterinária
1285492,8,Serviços
1396143,1,Educação
114085,3,Ciências Sociais
1202553,7,Saúde e Bem-Estar
1107632,3,Ciências Sociais
121746,1,Educação
1104028,3,Ciências Sociais
80789,3,Ciências Sociais
1119038,3,Ciências Sociais
1295495,4,Ciências
116711,3,Ciências Sociais
12330,7,Saúde e Bem-Estar
1149810,5,Engenharia
7382,1,Educação
1170798,7,Saúde e Bem-Estar
65205,5,Engenharia
68202,3,Ciências Sociais
1101742,7,Saúde e Bem-Estar
1419813,7,Saúde e Bem-Estar
11719,7,Saúde e Bem-Estar
1117530,3,Ciências Sociais
5001379,3,Ciências Sociais
117214,2,Humanidades e Artes
10341,5,Engenharia
91021,4,Ciências
46710,1,Educação
303,7,Saúde e Bem-Estar
1330164,4,Ciências
58588,1,Educação
121187,3,Ciências Sociais
1659,4,Ciências
1300198,7,Saúde e Bem-Estar
1286513,3,Ciências Sociais
19771,3,Ciências Sociais
1363717,6,Agricultura e Veterinária
16273,1,Educação
1323709,1,Educação
1272018,5,Engenharia
1404153,1,Educação
68101,5,Engenharia
27830,3,Ciências Sociais
74659,3,Ciências Sociais
1404424,2,Humanidades e Artes
1170446,1,Educação
19191,1,Educação
64774,2,Humanidades e Artes
24261,1,Educação
113865,1,Educação
57707,1,Educação
1349865,5,Engenharia
1128003,7,Saúde e Bem-Estar
94977,3,Ciências Sociais
54913,2,Humanidades e Artes
90579,3,Ciências Sociais
1258289,3,Ciências Sociais
1168552,6,Agricultura e Veterinária
1364757,3,Ciências Sociais
19057,1,Educação
1058245,3,Ciências Sociais
112420,3,Ciências Sociais
1298971,5,Engenharia
1109890,8,Serviços
30466,2,Humanidades e Artes
119124,3,Ciências Sociais
1160968,8,Serviços
1143464,4,Ciências
1168577,4,Ciências
1259325,4,Ciências
72407,7,Saúde e Bem-Estar
11544,3,Ciências Sociais
51022,4,Ciências
98373,4,Ciências
16389,1,Educação
1105824,5,Engenharia
1279552,3,Ciências Sociais
1149296,2,Humanidades e Artes
26459,2,Humanidades e Artes
60128,4,Ciências
92851,1,Educação
31132,1,Educação
1173107,7,Saúde e Bem-Estar
90619,3,Ciências Sociais
1179148,3,Ciências Sociais
1162919,1,Educação
1204966,8,Serviços
1304577,5,Engenharia
11233,7,Saúde e Bem-Estar
1117313,1,Educação
